series,cum_share_entities,cum_share_mentions
first_mentions_real_cohort,0.3063063063063063,0.0
first_mentions_real_cohort,0.3153153153153153,0.0
first_mentions_real_cohort,0.32432432432432434,0.0
first_mentions_real_cohort,0.3333333333333333,0.0
first_mentions_real_cohort,0.34234234234234234,0.0
first_mentions_real_cohort,0.35135135135135137,0.0
first_mentions_real_cohort,0.36036036036036034,0.0
first_mentions_real_cohort,0.36936936936936937,0.0
first_mentions_real_cohort,0.3783783783783784,0.0
first_mentions_real_cohort,0.38738738738738737,0.0
first_mentions_real_cohort,0.3963963963963964,0.0
first_mentions_real_cohort,0.40540540540540543,0.0
first_mentions_real_cohort,0.4144144144144144,0.0
first_mentions_real_cohort,0.42342342342342343,0.0
first_mentions_real_cohort,0.43243243243243246,0.0
first_mentions_real_cohort,0.44144144144144143,0.0
first_mentions_real_cohort,0.45045045045045046,0.0
first_mentions_real_cohort,0.4594594594594595,0.0
first_mentions_real_cohort,0.46846846846846846,0.0
first_mentions_real_cohort,0.4774774774774775,0.0
first_mentions_real_cohort,0.4864864864864865,0.0
first_mentions_real_cohort,0.4954954954954955,0.0
first_mentions_real_cohort,0.5045045045045045,0.0
first_mentions_real_cohort,0.5135135135135135,0.0
first_mentions_real_cohort,0.5225225225225225,0.0
first_mentions_real_cohort,0.5315315315315315,0.0
first_mentions_real_cohort,0.5405405405405406,0.0
first_mentions_real_cohort,0.5495495495495496,0.0
first_mentions_real_cohort,0.5585585585585585,0.0
first_mentions_real_cohort,0.5675675675675675,0.0
first_mentions_real_cohort,0.5765765765765766,0.0
first_mentions_real_cohort,0.5855855855855856,0.0
first_mentions_real_cohort,0.5945945945945946,0.0
first_mentions_real_cohort,0.6036036036036037,0.0
first_mentions_real_cohort,0.6126126126126126,0.0
first_mentions_real_cohort,0.6216216216216216,0.0
first_mentions_real_cohort,0.6306306306306306,8.110957904128478e-05
first_mentions_real_cohort,0.6396396396396397,0.00016221915808256956
first_mentions_real_cohort,0.6486486486486487,0.0003244383161651391
first_mentions_real_cohort,0.6576576576576577,0.00048665747424770864
first_mentions_real_cohort,0.6666666666666666,0.0006488766323302783
first_mentions_real_cohort,0.6756756756756757,0.0008110957904128478
first_mentions_real_cohort,0.6846846846846847,0.001054424527536702
first_mentions_real_cohort,0.6936936936936937,0.0012977532646605565
first_mentions_real_cohort,0.7027027027027027,0.0015410820017844108
first_mentions_real_cohort,0.7117117117117117,0.001784410738908265
first_mentions_real_cohort,0.7207207207207207,0.002108849055073404
first_mentions_real_cohort,0.7297297297297297,0.002433287371238543
first_mentions_real_cohort,0.7387387387387387,0.0030821640035688215
first_mentions_real_cohort,0.7477477477477478,0.0037310406358990996
first_mentions_real_cohort,0.7567567567567568,0.004947684321518371
first_mentions_real_cohort,0.7657657657657657,0.006245437586178928
first_mentions_real_cohort,0.7747747747747747,0.008516505799334901
first_mentions_real_cohort,0.7837837837837838,0.011598669802903723
first_mentions_real_cohort,0.7927927927927928,0.015410820017844107
first_mentions_real_cohort,0.8018018018018018,0.02019628518127991
first_mentions_real_cohort,0.8108108108108109,0.025062859923756994
first_mentions_real_cohort,0.8198198198198198,0.030091653824316653
first_mentions_real_cohort,0.8288288288288288,0.035201557303917594
first_mentions_real_cohort,0.8378378378378378,0.0404736799416011
first_mentions_real_cohort,0.8468468468468469,0.0458269121583259
first_mentions_real_cohort,0.8558558558558559,0.051423473112174545
first_mentions_real_cohort,0.8648648648648649,0.05734447238218834
first_mentions_real_cohort,0.8738738738738738,0.06375212912644983
first_mentions_real_cohort,0.8828828828828829,0.07024089544975262
first_mentions_real_cohort,0.8918918918918919,0.07851407251196366
first_mentions_real_cohort,0.9009009009009009,0.09230270094898207
first_mentions_real_cohort,0.9099099099099099,0.10738908265066105
first_mentions_real_cohort,0.918918918918919,0.12425987509124828
first_mentions_real_cohort,0.9279279279279279,0.1412117771108768
first_mentions_real_cohort,0.9369369369369369,0.15840700786762918
first_mentions_real_cohort,0.9459459459459459,0.1863898126368724
first_mentions_real_cohort,0.954954954954955,0.2301889853191662
first_mentions_real_cohort,0.963963963963964,0.27780030821640034
first_mentions_real_cohort,0.972972972972973,0.3437423959769649
first_mentions_real_cohort,0.9819819819819819,0.4577824641090113
first_mentions_real_cohort,0.990990990990991,0.6273014843052964
first_mentions_real_cohort,1.0,1.0
